"74","5","7","51","3","2016-02-28 19:06:31.582","29.0","29.0"
"75","6","7","2861","3","2016-02-29 15:41:36.571","29.0","29.0"
"76","7","7","4493","3","2016-03-02 03:00:12.501","29.0","0.0"
"77","8","7","3114","3","2016-03-03 14:25:38.277","29.0","29.0"
"78","9","7","9141","3","2016-02-21 10:38:53.658","29.0","29.0"
"79","10","7","3900","3","2016-02-28 06:53:05.260","29.0","29.0"
"80","11","8","8194","0","2016-03-08 18:27:11.191","26.0","26.0"
"81","12","8","8597","0","2016-02-24 11:00:38.880","26.0","26.0"
"82","13","8","884","0","2016-02-22 11:46:22.618","26.0","26.0"
"83","14","8","7529","0","2016-02-23 12:30:55.864","26.0","26.0"
"84","15","8","4058","0","2016-03-10 12:31:18.170","26.0","26.0"
"85","16","9","9277","1","2016-03-14 21:28:28.053","0.0","0.0"
"86","17","9","2598","1","2016-03-04 20:40:52.752","0.0","0.0"
"87","18","9","7776","1","2016-03-17 14:47:16.309","0.0","0.0"
"88","19","9","9021","1","2016-03-06 07:09:00.846","0.0","0.0"
"89","20","9","8020","1","2016-03-24 06:08:41.507","0.0","0.0"
"90","21","9","3263","1","2016-03-21 02:59:22.705","0.0","0.0"
"91","22","9","5120","1","2016-04-19 03:16:36.831","0.0","0.0"
"92","0","9","2657","1","2016-03-03 11:22:09.385","0.0","0.0"
"93","1","10","2093","0","2016-03-10 12:32:00.653","26.0","26.0"
"94","2","10","608","0","2016-02-29 18:33:50.013","26.0","0.0"
"95","3","10","1225","0","2016-03-10 05:00:33.909","26.0","26.0"
"96","4","10","3794","0","2016-02-21 05:32:36.270","26.0","26.0"
"97","5","10","51","0","2016-02-28 19:02:03.481","26.0","26.0"
"98","6","10","2861","0","2016-02-29 08:22:17.993","26.0","26.0"
"99","7","10","4493","0","2016-03-02 17:15:16.803","26.0","26.0"
"100","8","10","3114","0","2016-03-03 08:01:15.828","26.0","26.0"
"101","9","10","9141","0","2016-02-21 09:52:40.120","26.0","26.0"
"102","10","10","3900","0","2016-02-28 21:04:24.855","26.0","26.0"
"103","11","11","8194","1","2016-03-09 01:33:39.530","0.0","0.0"
"104","12","11","8597","1","2016-02-24 15:51:46.061","0.0","0.0"
"105","13","11","884","1","2016-02-22 14:59:21.396","0.0","0.0"
"106","14","11","7529","1","2016-02-23 01:23:53.962","0.0","0.0"
"107","15","11","4058","1","2016-03-10 09:12:06.030","0.0","0.0"
"108","16","11","9277","1","2016-03-14 15:37:25.837","0.0","0.0"
"109","17","11","2598","1","2016-03-04 19:01:16.214","0.0","0.0"
"110","18","11","7776","1","2016-03-17 14:32:37.386","0.0","0.0"
"111","19","11","9021","1","2016-03-05 22:36:18.251","0.0","0.0"
"112","56","12","491","4","2016-03-06 03:01:06.957","14.0","14.0"
"113","57","12","9239","4","2016-02-26 20:19:51.494","14.0","14.0"
"114","58","12","5972","4","2016-03-06 02:49:43.628","14.0","14.0"
"115","59","12","770","4","2016-03-01 23:21:31.081","14.0","14.0"
"116","60","12","8061","4","2016-03-04 17:07:37.261","14.0","14.0"
"117","61","12","5979","4","2016-02-28 14:50:06.489","14.0","14.0"
"118","62","12","7118","4","2016-03-11 14:48:50.662","14.0","14.0"
"119","63","12","7693","4","2016-03-23 14:22:41.228","14.0","14.0"
"120","64","12","1730","4","2016-03-11 18:36:32.040","14.0","0.0"
"121","65","12","458","4","2016-03-30 12:37:53.229","14.0","14.0"
"122","66","12","6465","4","2016-04-05 11:20:51.308","14.0","0.0"
"123","56","13","491","4","2016-03-06 12:11:18.198","14.0","14.0"
"124","57","13","9239","4","2016-02-26 09:20:04.102","14.0","14.0"
"125","58","13","5972","4","2016-03-05 14:11:30.672","14.0","14.0"
"126","59","13","770","4","2016-03-02 17:11:33.160","14.0","14.0"
"127","60","13","8061","4","2016-03-04 14:39:01.330","14.0","14.0"
"128","61","13","5979","4","2016-02-28 13:22:38.510","14.0","14.0"
"129","62","14","7118","4","2016-03-11 19:09:09.220","14.0","14.0"
"130","63","14","7693","4","2016-03-23 17:57:22.123","14.0","14.0"
"131","64","14","1730","4","2016-03-11 08:47:22.346","14.0","14.0"
"132","65","14","458","4","2016-03-30 18:50:25.316","14.0","14.0"
"133","66","14","6465","4","2016-04-04 21:28:18.099","14.0","0.0"
"134","56","14","491","4","2016-03-06 14:08:08.177","14.0","0.0"
"135","57","14","9239","4","2016-02-26 16:57:04.501","14.0","14.0"
"136","58","14","5972","4","2016-03-05 09:14:29.441","14.0","0.0"
"137","59","14","770","4","2016-03-02 16:45:31.658","14.0","14.0"
"138","60","14","8061","4","2016-03-04 12:09:21.642","14.0","14.0"
"139","61","14","5979","4","2016-02-27 21:40:34.060","14.0","14.0"
"140","62","14","7118","4","2016-03-11 21:49:33.166","14.0","14.0"
"141","63","14","7693","4","2016-03-24 06:16:48.064","14.0","0.0"
"142","64","15","1730","4","2016-03-11 12:23:07.445","14.0","0.0"
"143","65","15","458","4","2016-03-30 01:27:27.284","14.0","14.0"
"144","66","15","6465","4","2016-04-04 19:27:03.470","14.0","0.0"
"145","56","15","491","4","2016-03-06 03:40:28.119","14.0","0.0"
"146","57","15","9239","4","2016-02-26 12:01:44.133","14.0","14.0"
"147","58","15","5972","4","2016-03-05 13:09:23.069","14.0","14.0"
"148","59","15","770","4","2016-03-02 11:48:18.589","14.0","14.0"
"149","60","15","8061","4","2016-03-05 03:05:02.577","14.0","14.0"
"150","61","16","5979","4","2016-02-28 14:08:04.182","14.0","14.0"
"151","62","16","7118","4","2016-03-12 09:34:33.996","14.0","14.0"
"152","63","16","7693","4","2016-03-23 23:43:21.057","14.0","14.0"
"153","64","16","1730","4","2016-03-12 02:55:29.593","14.0","14.0"
"154","65","16","458","4","2016-03-30 06:16:45.496","14.0","14.0"
"155","66","16","6465","4","2016-04-05 00:46:49.509","14.0","14.0"
"156","56","16","491","4","2016-03-06 03:31:40.239","14.0","0.0"
"157","57","16","9239","4","2016-02-26 14:33:08.365","14.0","14.0"
"158","58","17","5972","4","2016-03-05 21:41:43.059","14.0","14.0"
"159","59","17","770","4","2016-03-02 09:17:06.097","14.0","14.0"
"160","60","17","8061","4","2016-03-04 17:49:53.724","14.0","14.0"
"161","61","17","5979","4","2016-02-28 02:49:22.349","14.0","14.0"
"162","62","17","7118","4","2016-03-12 07:27:11.315","14.0","14.0"
"163","63","17","7693","4","2016-03-23 14:36:55.827","14.0","14.0"
"164","64","17","1730","4","2016-03-11 18:20:16.286","14.0","14.0"
"165","65","18","458","4","2016-03-30 12:44:06.251","14.0","0.0"
"166","66","18","6465","4","2016-04-05 01:37:30.101","14.0","14.0"
"167","56","18","491","4","2016-03-06 12:37:33.726","14.0","14.0"
"168","57","18","9239","4","2016-02-27 01:30:11.674","14.0","14.0"
"169","58","18","5972","4","2016-03-05 21:36:01.055","14.0","0.0"
"170","59","18","770","4","2016-03-01 19:29:58.216","14.0","14.0"
"171","116","19","2180","5","2016-02-27 00:58:31.553","22.0","22.0"
"172","117","19","1148","5","2016-03-12 09:58:54.027","22.0","22.0"
"173","118","19","7944","5","2016-03-05 08:03:04.493","22.0","22.0"
"174","119","19","6063","5","2016-02-25 09:44:24.081","22.0","22.0"
"175","120","20","948","6","2016-03-03 13:43:25.835","28.0","28.0"
"176","121","20","5995","6","2016-03-23 23:00:41.882","28.0","28.0"
"177","122","20","7946","6","2016-03-25 23:38:23.447","28.0","0.0"
"178","123","20","9124","6","2016-04-04 23:31:18.081","28.0","28.0"
"179","116","21","2180","9","2016-02-27 14:30:35.802","21.0","21.0"
"180","117","22","1148","5","2016-03-12 04:11:23.752","22.0","0.0"
"181","118","22","7944","5","2016-03-06 02:41:10.130","22.0","22.0"
"182","119","22","6063","5","2016-02-25 19:33:56.381","22.0","22.0"
"183","120","22","948","5","2016-03-03 14:34:06.739","22.0","22.0"
"184","121","23","5995","5","2016-03-23 18:00:59.114","22.0","22.0"
"185","122","23","7946","5","2016-03-25 12:00:46.334","22.0","0.0"
"186","123","23","9124","5","2016-04-05 16:18:27.025","22.0","22.0"
"187","116","24","2180","5","2016-02-26 19:42:46.087","22.0","22.0"
"188","117","24","1148","5","2016-03-12 04:33:03.475","22.0","22.0"
"189","118","24","7944","5","2016-03-05 17:51:45.152","22.0","22.0"
"190","119","24","6063","5","2016-02-25 11:27:37.691","22.0","22.0"
"191","120","24","948","5","2016-03-04 03:26:43.228","22.0","22.0"
"192","121","25","5995","8","2016-03-23 10:56:01.937","21.0","21.0"
"193","122","25","7946","8","2016-03-25 23:58:11.985","21.0","21.0"
"194","123","25","9124","8","2016-04-05 07:40:49.864","21.0","21.0"
"195","116","25","2180","8","2016-02-26 22:50:41.907","21.0","21.0"
"196","117","25","1148","8","2016-03-11 13:45:42.409","21.0","21.0"
"197","118","25","7944","8","2016-03-05 06:51:09.338","21.0","21.0"
"198","119","26","6063","9","2016-02-25 12:04:17.972","21.0","21.0"
"199","120","26","948","9","2016-03-03 08:52:33.511","21.0","21.0"
"200","121","26","5995","9","2016-03-23 23:23:08.821","21.0","21.0"
"201","122","26","7946","9","2016-03-25 19:17:19.774","21.0","21.0"
"202","123","26","9124","9","2016-04-04 18:26:55.596","21.0","21.0"
"203","116","27","2180","7","2016-02-27 05:06:16.431","13.0","13.0"
"204","117","27","1148","7","2016-03-11 17:04:56.201","13.0","0.0"
"205","118","27","7944","7","2016-03-05 07:58:38.742","13.0","13.0"
"206","119","27","6063","7","2016-02-26 00:33:53.339","13.0","13.0"
"207","120","27","948","7","2016-03-03 10:41:47.044","13.0","13.0"
"208","121","27","5995","7","2016-03-23 23:02:42.207","13.0","0.0"
"209","122","28","7946","7","2016-03-26 01:03:03.704","13.0","13.0"
"210","123","28","9124","7","2016-04-05 03:55:05.440","13.0","13.0"
"211","116","28","2180","7","2016-02-26 22:55:13.149","13.0","0.0"
"212","117","28","1148","7","2016-03-12 10:58:43.549","13.0","13.0"
"213","118","28","7944","7","2016-03-06 00:42:45.548","13.0","13.0"
"214","119","28","6063","7","2016-02-25 22:01:15.824","13.0","13.0"
"215","120","28","948","7","2016-03-04 03:19:09.341","13.0","0.0"
"216","121","28","5995","7","2016-03-24 03:14:59.138","13.0","13.0"
"217","122","28","7946","7","2016-03-25 11:17:39.878","13.0","13.0"
"218","123","28","9124","7","2016-04-05 10:02:18.016","13.0","13.0"
"219","116","29","2180","7","2016-02-27 01:51:15.919","13.0","13.0"
"220","117","29","1148","7","2016-03-12 09:18:44.340","13.0","13.0"
"221","118","29","7944","7","2016-03-05 18:04:53.504","13.0","13.0"
"222","119","29","6063","7","2016-02-26 07:54:39.054","13.0","13.0"
"223","120","29","948","7","2016-03-03 23:45:05.955","13.0","13.0"
"224","121","29","5995","7","2016-03-23 06:27:19.683","13.0","13.0"
"225","122","29","7946","7","2016-03-26 00:27:57.901","13.0","13.0"
"226","123","29","9124","7","2016-04-05 03:02:27.091","13.0","13.0"
"227","116","30","2180","5","2016-02-27 09:41:31.977","22.0","22.0"
"228","117","30","1148","5","2016-03-11 22:22:31.033","22.0","22.0"
"229","118","30","7944","5","2016-03-06 02:02:32.563","22.0","22.0"
"230","119","30","6063","5","2016-02-25 13:41:38.608","22.0","22.0"
"231","120","30","948","5","2016-03-03 09:57:04.932","22.0","22.0"
"232","121","31","5995","5","2016-03-24 00:20:15.702","22.0","22.0"
"233","122","31","7946","5","2016-03-25 23:12:12.034","22.0","0.0"
"234","123","31","9124","5","2016-04-04 21:57:10.249","22.0","22.0"
"235","116","31","2180","5","2016-02-27 16:31:48.891","22.0","22.0"
"236","117","32","1148","6","2016-03-11 15:55:40.408","28.0","28.0"
"237","118","32","7944","6","2016-03-05 12:42:10.737","28.0","28.0"
"238","119","33","6063","5","2016-02-25 22:04:39.176","22.0","22.0"
"239","120","33","948","5","2016-03-04 02:21:15.648","22.0","22.0"
"240","121","33","5995","5","2016-03-23 16:18:44.931","22.0","22.0"
"241","122","34","7946","7","2016-03-26 00:00:05.783","13.0","13.0"
"242","123","34","9124","7","2016-04-05 16:56:46.220","13.0","13.0"
"243","116","34","2180","7","2016-02-27 14:40:07.768","13.0","0.0"
"244","117","35","1148","9","2016-03-12 08:57:59.894","21.0","21.0"
"245","118","35","7944","9","2016-03-05 10:39:27.634","21.0","21.0"
"246","119","35","6063","9","2016-02-26 05:14:12.920","21.0","21.0"
"247","120","35","948","9","2016-03-03 09:27:14.634","21.0","0.0"
"248","121","35","5995","9","2016-03-23 06:57:41.307","21.0","21.0"
"249","122","35","7946","9","2016-03-25 14:02:45.185","21.0","21.0"
"250","123","35","9124","9","2016-04-05 08:15:04.019","21.0","21.0"
"251","116","35","2180","9","2016-02-27 15:36:46.518","21.0","21.0"
"252","170","36","1393","10","2016-03-01 17:58:12.142","29.0","29.0"
"253","170","37","1393","11","2016-03-01 01:50:56.667","29.0","29.0"
"254","170","38","1393","10","2016-03-01 09:52:41.040","29.0","29.0"
"255","170","38","1393","10","2016-03-01 20:48:11.772","29.0","29.0"
"256","170","39","1393","13","2016-03-01 15:46:39.536","19.0","0.0"
"257","170","39","1393","13","2016-03-01 01:19:42.736","19.0","19.0"
"258","170","39","1393","13","2016-03-01 12:20:34.740","19.0","19.0"
"259","170","40","1393","11","2016-03-01 00:45:39.146","29.0","29.0"
"260","170","40","1393","11","2016-03-01 09:09:09.312","29.0","29.0"
"261","170","40","1393","11","2016-03-01 06:53:20.524","29.0","29.0"
"262","170","40","1393","11","2016-02-29 23:54:49.460","29.0","29.0"
"263","170","41","1393","10","2016-03-01 02:40:41.479","29.0","29.0"
"264","170","42","1393","13","2016-02-29 23:03:29.792","19.0","19.0"
"265","170","43","1393","10","2016-03-01 20:29:38.086","29.0","29.0"
"266","170","43","1393","10","2016-03-01 13:10:08.563","29.0","29.0"
"267","170","43","1393","10","2016-03-01 10:28:37.785","29.0","29.0"
"268","170","43","1393","10","2016-03-01 06:44:12.313","29.0","0.0"
"269","170","44","1393","10","2016-03-01 05:02:42.445","29.0","29.0"
"270","170","44","1393","10","2016-03-01 09:00:22.933","29.0","0.0"
"271","170","45","1393","10","2016-03-01 00:31:59.262","29.0","29.0"
"272","170","45","1393","10","2016-03-01 11:15:36.868","29.0","29.0"
"273","170","45","1393","10","2016-03-01 19:27:10.594","29.0","29.0"
"274","170","46","1393","10","2016-03-01 02:09:26.249","29.0","29.0"
"275","170","46","1393","10","2016-03-01 07:54:19.851","29.0","29.0"
"276","170","46","1393","10","2016-03-01 18:06:57.593","29.0","29.0"
"277","170","46","1393","10","2016-03-01 21:27:57.500","29.0","29.0"
"278","170","46","1393","10","2016-03-01 17:15:05.539","29.0","29.0"
"279","170","47","1393","12","2016-02-29 23:19:59.177","23.0","23.0"
"280","170","47","1393","12","2016-03-01 09:13:56.140","23.0","23.0"
"281","170","48","1393","12","2016-03-01 20:10:34.746","23.0","23.0"
"282","170","48","1393","12","2016-03-01 17:35:09.420","23.0","23.0"
"283","170","48","1393","12","2016-03-01 18:19:09.098","23.0","23.0"
"284","170","48","1393","12","2016-03-01 16:44:55.270","23.0","0.0"
"285","170","49","1393","11","2016-03-01 19:34:25.290","29.0","29.0"
"286","170","49","1393","11","2016-03-01 00:06:00.168","29.0","29.0"
"287","170","50","1393","10","2016-03-01 19:55:02.502","29.0","29.0"
"288","170","50","1393","10","2016-03-01 17:53:39.917","29.0","29.0"
"289","170","50","1393","10","2016-03-01 15:22:44.693","29.0","29.0"
"290","170","50","1393","10","2016-02-29 22:18:27.683","29.0","29.0"
"291","170","51","1393","10","2016-03-01 15:32:04.615","29.0","29.0"
"292","170","51","1393","10","2016-03-01 04:53:58.642","29.0","29.0"
"293","170","51","1393","10","2016-03-01 12:33:21.911","29.0","29.0"
"294","170","52","1393","11","2016-03-01 00:07:25.504","29.0","29.0"
"295","170","52","1393","11","2016-03-01 11:14:41.568","29.0","0.0"
"296","170","52","1393","11","2016-03-01 14:57:02.909","29.0","29.0"
"297","170","53","1393","11","2016-03-01 07:11:03.753","29.0","29.0"
"298","170","53","1393","11","2016-03-01 10:37:52.498","29.0","29.0"
"299","170","53","1393","11","2016-03-01 07:34:04.878","29.0","29.0"
"300","170","53","1393","11","2016-03-01 15:03:52.079","29.0","29.0"
"301","170","53","1393","11","2016-03-01 08:08:25.748","29.0","0.0"
"302","170","53","1393","11","2016-02-29 22:30:41.961","29.0","0.0"
"303","170","54","1393","10","2016-02-29 22:28:19.006","29.0","29.0"
"304","170","54","1393","10","2016-03-01 20:32:05.812","29.0","29.0"
"305","170","54","1393","10","2016-03-01 00:49:46.173","29.0","29.0"
"306","170","54","1393","10","2016-03-01 04:15:19.383","29.0","29.0"
"307","170","55","1393","10","2016-03-01 03:34:25.445","29.0","29.0"
"308","170","55","1393","10","2016-03-01 21:47:38.207","29.0","29.0"
"309","170","55","1393","10","2016-03-01 20:31:13.495","29.0","29.0"
"310","170","55","1393","10","2016-03-01 04:01:51.594","29.0","29.0"
"311","170","55","1393","10","2016-03-01 14:35:06.855","29.0","29.0"
"312","170","55","1393","10","2016-03-01 17:41:42.573","29.0","29.0"
"313","170","55","1393","10","2016-03-01 06:55:45.101","29.0","29.0"
"314","170","56","1393","11","2016-03-01 02:31:54.673","29.0","29.0"
"315","170","56","1393","11","2016-03-01 16:55:01.705","29.0","29.0"
"316","170","56","1393","11","2016-03-01 08:43:44.954","29.0","29.0"
"317","170","57","1393","11","2016-03-01 16:03:08.169","29.0","29.0"
"318","170","57","1393","11","2016-03-01 02:40:32.312","29.0","29.0"
"319","170","57","1393","11","2016-03-01 20:07:33.571","29.0","29.0"
"320","170","57","1393","11","2016-03-01 02:40:16.678","29.0","29.0"
"321","170","58","1393","10","2016-03-01 08:33:09.473","29.0","29.0"
"322","170","58","1393","10","2016-03-01 18:48:58.253","29.0","29.0"
"323","170","58","1393","10","2016-03-01 21:24:20.499","29.0","29.0"
"324","170","58","1393","10","2016-03-01 00:36:43.556","29.0","29.0"
"325","170","58","1393","10","2016-03-01 06:40:42.817","29.0","29.0"
"326","170","59","1393","10","2016-03-01 05:53:27.320","29.0","29.0"
"327","170","59","1393","10","2016-03-01 15:38:14.352","29.0","29.0"
"328","170","60","1393","10","2016-03-01 16:19:24.013","29.0","29.0"
"329","170","60","1393","10","2016-03-01 00:50:40.636","29.0","29.0"
"330","170","60","1393","10","2016-02-29 23:38:46.623","29.0","29.0"
"331","170","60","1393","10","2016-03-01 01:19:10.419","29.0","29.0"
"332","170","61","1393","13","2016-03-01 10:13:59.193","19.0","19.0"
"333","170","62","1393","13","2016-03-01 06:27:34.257","19.0","19.0"
"334","170","62","1393","13","2016-03-01 20:17:04.342","19.0","19.0"
"335","170","62","1393","13","2016-03-01 17:28:57.583","19.0","19.0"
"336","170","62","1393","13","2016-03-01 16:52:26.926","19.0","19.0"
"337","170","62","1393","13","2016-02-29 22:05:57.152","19.0","19.0"
"338","170","62","1393","13","2016-03-01 05:01:46.487","19.0","19.0"
"339","170","63","1393","11","2016-03-01 14:27:15.031","29.0","29.0"
"340","170","63","1393","11","2016-03-01 02:27:16.118","29.0","29.0"
"341","170","63","1393","11","2016-03-01 20:19:00.780","29.0","29.0"
"342","170","63","1393","11","2016-02-29 23:25:30.489","29.0","29.0"
"343","170","63","1393","11","2016-02-29 23:23:59.412","29.0","29.0"
"344","170","63","1393","11","2016-03-01 06:11:24.318","29.0","29.0"
"345","170","64","1393","12","2016-03-01 10:14:57.740","23.0","23.0"
"346","170","64","1393","12","2016-03-01 16:18:02.713","23.0","23.0"
"347","170","64","1393","12","2016-03-01 18:03:28.828","23.0","23.0"
"348","170","64","1393","12","2016-03-01 08:14:02.052","23.0","23.0"
"349","170","64","1393","12","2016-03-01 09:00:12.632","23.0","23.0"
"350","170","64","1393","12","2016-03-01 00:44:24.077","23.0","23.0"
"351","223","65","7297","14","2016-03-06 08:06:02.150","0.0","0.0"
"352","224","65","8935","14","2016-03-04 04:10:00.646","0.0","0.0"
"353","225","65","5352","14","2016-03-15 10:31:47.457","0.0","0.0"
"354","226","65","7393","14","2016-02-26 20:54:14.545","0.0","0.0"
"355","227","65","3486","14","2016-03-29 09:08:31.628","0.0","0.0"
"356","228","65","4295","14","2016-03-29 18:17:56.017","0.0","0.0"
"357","229","66","6691","14","2016-04-10 11:19:59.245","0.0","0.0"
"358","256","66","7110","14","2016-03-01 09:58:55.584","0.0","0.0"
"359","257","66","374","14","2016-02-25 16:21:56.903","0.0","0.0"
"360","258","66","4798","14","2016-02-27 02:03:10.666","0.0","0.0"
"361","259","66","3840","14","2016-03-27 14:52:18.038","0.0","0.0"
"362","260","66","276","14","2016-04-07 12:52:26.441","0.0","0.0"
"363","223","66","7297","14","2016-03-05 19:31:40.516","0.0","0.0"
"364","224","67","8935","14","2016-03-04 19:17:52.322","0.0","0.0"
"365","225","67","5352","14","2016-03-15 11:37:07.112","0.0","0.0"
"366","226","67","7393","14","2016-02-27 02:51:42.854","0.0","0.0"
"367","227","67","3486","14","2016-03-29 12:26:29.733","0.0","0.0"
"368","228","67","4295","14","2016-03-29 03:21:27.437","0.0","0.0"
"369","229","67","6691","14","2016-04-10 03:48:43.731","0.0","0.0"
"370","256","67","7110","14","2016-03-01 04:40:36.068","0.0","0.0"
"371","257","67","374","14","2016-02-25 05:55:35.004","0.0","0.0"
"372","258","67","4798","14","2016-02-26 12:15:31.051","0.0","0.0"
"373","259","67","3840","14","2016-03-28 11:52:30.714","0.0","0.0"
"374","260","68","276","14","2016-04-07 21:40:51.917","0.0","0.0"
"375","223","68","7297","14","2016-03-06 12:31:55.936","0.0","0.0"
"376","224","68","8935","14","2016-03-03 23:38:36.744","0.0","0.0"
"377","225","68","5352","14","2016-03-15 00:28:44.183","0.0","0.0"
"378","226","68","7393","14","2016-02-26 18:35:31.732","0.0","0.0"
"379","227","68","3486","14","2016-03-29 10:43:35.417","0.0","0.0"
"380","228","68","4295","14","2016-03-28 20:57:01.859","0.0","0.0"
"381","229","68","6691","14","2016-04-10 14:13:49.682","0.0","0.0"
"382","256","69","7110","14","2016-03-01 22:12:44.429","0.0","0.0"
"383","257","69","374","14","2016-02-24 20:58:45.614","0.0","0.0"
"384","258","69","4798","14","2016-02-26 17:22:00.475","0.0","0.0"
"385","259","69","3840","14","2016-03-27 20:05:41.399","0.0","0.0"
"386","260","69","276","14","2016-04-08 01:25:52.025","0.0","0.0"
"387","223","69","7297","14","2016-03-06 03:06:08.872","0.0","0.0"
"388","224","69","8935","14","2016-03-04 12:31:37.375","0.0","0.0"
"389","225","70","5352","14","2016-03-15 23:00:42.799","0.0","0.0"
