"30","6","The On The Loss The Not","2016-09-01 04:45:00.000","2016-09-01 06:10:00.000","46","12.0"
"31","7","Getterviewed: What Drivity Used","2014-05-25 08:15:00.000","2014-05-25 10:35:00.000","30","27.0"
"32","7","5 See The – Hourself That","2014-05-25 11:20:00.000","2014-05-25 13:55:00.000","48","15.0"
"33","7","An Exact Of Thanginning The More","2014-05-25 09:40:00.000","2014-05-25 11:25:00.000","41","0.0"
"34","8","The With The Days To Underime","2014-05-26 10:05:00.000","2014-05-26 11:40:00.000","28","18.0"
"35","8","The Philosophy Hour Thange","2014-05-26 11:20:00.000","2014-05-26 12:25:00.000","32","0.0"
"36","8","10 Critic Approving The","2014-05-26 11:00:00.000","2014-05-26 13:20:00.000","30","25.0"
"37","8","5 Secrets Of Your The","2014-05-26 07:50:00.000","2014-05-26 10:45:00.000","33","26.0"
"38","9","Actuallent To Turn Find The In","2016-07-25 19:00:00.000","2016-07-25 21:30:00.000","43","16.0"
"39","9","Smacks With The Sure You Cons Google","2016-07-25 17:40:00.000","2016-07-25 20:35:00.000","45","27.0"
"40","9","Lasternategy Top 10 Truth The Is","2016-07-25 15:15:00.000","2016-07-25 16:25:00.000","30","16.0"
"41","9","Win Fix To Guide! 10 Unusual","2016-07-25 18:45:00.000","2016-07-25 21:30:00.000","37","14.0"
"42","9","You Professons Learningle Most","2016-07-25 15:05:00.000","2016-07-25 16:15:00.000","31","16.0"
"43","9","The Unto Steps For The And Following","2016-07-25 19:50:00.000","2016-07-25 22:00:00.000","55","23.0"
"44","9","5 Easy Ways The Mistome The","2016-07-25 19:35:00.000","2016-07-25 22:05:00.000","29","0.0"
"45","10","Small You Make To People","2016-07-27 03:20:00.000","2016-07-27 05:05:00.000","38","29.0"
"46","10","Thelike Your Page Will Chat's Rules","2016-07-27 06:45:00.000","2016-07-27 09:15:00.000","66","0.0"
"47","10","The To You Can These 9","2016-07-27 04:05:00.000","2016-07-27 06:35:00.000","44","19.0"
"48","10","Successed The To Importh The","2016-07-27 03:40:00.000","2016-07-27 05:50:00.000","67","0.0"
"49","10","2015 Instakest Them Withod The Fact","2016-07-27 03:10:00.000","2016-07-27 05:15:00.000","41","29.0"
"50","11","5 Practics The Breasons With The World","2016-07-28 00:25:00.000","2016-07-28 02:05:00.000","58","22.0"
"51","11","3 The Wills? For You","2016-07-28 01:40:00.000","2016-07-28 04:10:00.000","44","23.0"
"52","11","To Doesn't Knew About","2016-07-28 02:40:00.000","2016-07-28 04:20:00.000","71","0.0"
"53","11","Sexy Ways To Drive Rejected","2016-07-28 01:50:00.000","2016-07-28 04:45:00.000","52","11.0"
"54","11","The You Can Do The School","2016-07-28 02:55:00.000","2016-07-28 04:30:00.000","44","13.0"
"55","11","That Can Business Off","2016-07-28 01:20:00.000","2016-07-28 02:45:00.000","87","11.0"
"56","12","Quest Hack Wantly The The? Reality","2016-07-29 04:30:00.000","2016-07-29 06:35:00.000","75","10.0"
"57","12","9 Midn't The 5 The Bet To The 10","2016-07-29 00:15:00.000","2016-07-29 03:00:00.000","61","20.0"
"58","12","People Wanter Save You From Growing","2016-07-29 04:05:00.000","2016-07-29 05:30:00.000","84","25.0"
"59","12","3 Easive Well Make The Definitive","2016-07-29 00:40:00.000","2016-07-29 03:35:00.000","43","0.0"
"60","12","Art The In Looks Why You All","2016-07-29 04:00:00.000","2016-07-29 05:15:00.000","58","11.0"
"61","12","To Power Fally Easy Lessons And","2016-07-29 00:10:00.000","2016-07-29 02:40:00.000","74","0.0"
"62","12","20 Time The: Relevancial","2016-07-29 01:20:00.000","2016-07-29 04:00:00.000","92","22.0"
"63","13","10 Mistake! 5 The Common Wantly","2016-07-30 03:40:00.000","2016-07-30 06:30:00.000","44","0.0"
"64","13","15 Tips Follow About To Look","2016-07-30 03:45:00.000","2016-07-30 05:10:00.000","56","25.0"
"65","13","Money Figuressons Your The The Of","2016-07-30 03:00:00.000","2016-07-30 04:40:00.000","80","29.0"
"66","13","You Makes Your In Terribly","2016-07-30 00:50:00.000","2016-07-30 03:40:00.000","55","11.0"
"67","13","Unders. Learn The Proof Tips With Time","2016-07-30 00:30:00.000","2016-07-30 01:50:00.000","41","0.0"
"68","13","To Make 60 Smarkable To Professful","2016-07-30 05:50:00.000","2016-07-30 08:05:00.000","53","30.0"
"69","14","The: The Etiques Free Quicks","2015-11-05 10:30:00.000","2015-11-05 11:55:00.000","37","16.0"
"70","14","4 These 101 Ideasons About The","2015-11-05 08:35:00.000","2015-11-05 09:45:00.000","60","22.0"
"71","14","Wanter. 10 The Have You Few About","2015-11-05 10:15:00.000","2015-11-05 13:05:00.000","68","20.0"
"72","14","Waster Getter The Exactics","2015-11-05 09:05:00.000","2015-11-05 11:25:00.000","54","21.0"
"73","14","10 Secret More Be The Teach","2015-11-05 09:00:00.000","2015-11-05 11:40:00.000","49","27.0"
"74","14","Right Now Againessons For Thing","2015-11-05 11:40:00.000","2015-11-05 14:35:00.000","30","19.0"
"75","14","Don't Hopes To Wants About Types For","2015-11-05 11:05:00.000","2015-11-05 12:10:00.000","64","25.0"
"76","15","To The Chally And About That If I'll","2015-11-06 11:15:00.000","2015-11-06 12:40:00.000","35","0.0"
"77","15","Factly Effere And Myths For The? The","2015-11-06 13:05:00.000","2015-11-06 15:10:00.000","55","19.0"
"78","15","10 That Zombiest Oills For Your","2015-11-06 12:45:00.000","2015-11-06 14:30:00.000","33","30.0"
"79","15","10 Lessentional With I Have","2015-11-06 10:30:00.000","2015-11-06 11:30:00.000","62","0.0"
"80","15","The Affraid Out Your The","2015-11-06 10:55:00.000","2015-11-06 12:15:00.000","58","18.0"
"81","15","The - It Ridiculous Or Not It","2015-11-06 12:00:00.000","2015-11-06 14:10:00.000","57","25.0"
"82","16","These Need 10 Quick Of Difficience","2015-11-07 09:30:00.000","2015-11-07 11:40:00.000","60","17.0"
"83","17","Need Most Competitive","2015-02-11 07:50:00.000","2015-02-11 09:15:00.000","65","13.0"
"84","17","To Effectiving How 5 The Leard. Real","2015-02-11 05:45:00.000","2015-02-11 07:20:00.000","83","0.0"
"85","17","To Get More A 10 Creativest Made Miss","2015-02-11 09:00:00.000","2015-02-11 11:45:00.000","90","11.0"
"86","18","The Ugly Start Advicess The Time To","2015-02-12 09:45:00.000","2015-02-12 12:10:00.000","81","0.0"
"87","19","Talk More You Strately Making","2015-02-13 08:20:00.000","2015-02-13 09:30:00.000","45","12.0"
"88","19","The Withould Effere You Make Withould","2015-02-13 04:55:00.000","2015-02-13 07:10:00.000","56","29.0"
"89","19","How Much The Improve The","2015-02-13 06:15:00.000","2015-02-13 08:10:00.000","44","29.0"
"90","19","The Make A Save In From Zero","2015-02-13 08:25:00.000","2015-02-13 11:10:00.000","72","0.0"
"91","19","The Teacher The These Techniquetteryo","2015-02-13 09:00:00.000","2015-02-13 11:55:00.000","82","23.0"
"92","19","How You Aching The Tips About The Wit","2015-02-13 06:05:00.000","2015-02-13 08:20:00.000","63","24.0"
"93","19","Ways Your The Ever Busing Failurest","2015-02-13 05:50:00.000","2015-02-13 08:30:00.000","84","16.0"
"94","20","The Ways To Signs Your The","2015-02-14 05:25:00.000","2015-02-14 06:55:00.000","86","26.0"
"95","20","The Busing Less The Too Made To Key","2015-02-14 05:15:00.000","2015-02-14 06:50:00.000","88","10.0"
"96","20","10 Awesour These 10 Fally Would Dreat","2015-02-14 09:40:00.000","2015-02-14 12:25:00.000","53","0.0"
"97","20","5 Lessons Your But The Play","2015-02-14 05:10:00.000","2015-02-14 06:15:00.000","73","28.0"
"98","20","Tips Your The? Really Way? The Is To","2015-02-14 09:15:00.000","2015-02-14 11:25:00.000","39","29.0"
"99","21","Debate These 5 The Scamn Lessons For","2014-11-04 12:25:00.000","2014-11-04 15:05:00.000","67","0.0"
"100","21","Here's Read Of Your The The Tips","2014-11-04 12:30:00.000","2014-11-04 14:40:00.000","41","14.0"
"101","21","That Is Can Doesn't Will And","2014-11-04 07:50:00.000","2014-11-04 09:30:00.000","69","22.0"
"102","21","Everyths And Market Start Be In The","2014-11-04 09:25:00.000","2014-11-04 10:55:00.000","42","20.0"
"103","21","Head Tips For You Do About Havincial","2014-11-04 10:45:00.000","2014-11-04 12:20:00.000","63","29.0"
"104","21","Ways To Decide The Phenoney","2014-11-04 10:50:00.000","2014-11-04 12:50:00.000","50","0.0"
"105","21","Ways To Guilding You Can","2014-11-04 11:00:00.000","2014-11-04 12:20:00.000","67","22.0"
"106","22","When Comples Once You Do Teacher","2014-11-05 10:50:00.000","2014-11-05 12:50:00.000","34","21.0"
"107","22","Bank About The The Spot","2014-11-05 11:15:00.000","2014-11-05 13:30:00.000","73","12.0"
"108","22","3 Repeales With The Link Usined It","2014-11-05 12:25:00.000","2014-11-05 14:20:00.000","57","0.0"
"109","22","10 To Get Teachere Your","2014-11-05 09:50:00.000","2014-11-05 11:30:00.000","53","13.0"
"110","22","The? Read The! 5 Simple The In","2014-11-05 11:30:00.000","2014-11-05 12:50:00.000","41","25.0"
"111","22","10 Creater Getter That You Use Is","2014-11-05 12:25:00.000","2014-11-05 13:35:00.000","75","24.0"
"112","23","The No For Most Your Budget Of The","2016-12-18 07:30:00.000","2016-12-18 09:35:00.000","50","15.0"
"113","24","The Which? The Time-tes","2016-12-19 10:25:00.000","2016-12-19 12:25:00.000","22","28.0"
"114","24","With The Is Is You Do Turn Hollowing","2016-12-19 10:05:00.000","2016-12-19 12:35:00.000","28","18.0"
"115","25","The Is An A Quicks For The Exper","2016-12-20 06:55:00.000","2016-12-20 08:50:00.000","35","16.0"
"116","25","For The Indust Model About Teach The","2016-12-20 08:40:00.000","2016-12-20 10:00:00.000","51","17.0"
"117","25","15 Not The To Make Times About","2016-12-20 08:40:00.000","2016-12-20 11:00:00.000","35","19.0"
"118","25","The Reall The On The With","2016-12-20 05:50:00.000","2016-12-20 07:00:00.000","26","20.0"
"119","25","The Beging The Wills Do It Never! The","2016-12-20 08:50:00.000","2016-12-20 10:20:00.000","51","22.0"
"120","26","Late Taxese 5 Tight Actually People","2016-12-21 12:10:00.000","2016-12-21 13:50:00.000","46","12.0"
"121","26","The Learning A Professons With","2016-12-21 11:15:00.000","2016-12-21 12:55:00.000","29","22.0"
"122","26","Hero Ways To Mangings You Know","2016-12-21 10:15:00.000","2016-12-21 12:35:00.000","32","0.0"
"123","26","What Tips For The Money","2016-12-21 08:00:00.000","2016-12-21 09:45:00.000","47","20.0"
"124","26","4 Hour The You The Do For From","2016-12-21 12:15:00.000","2016-12-21 15:00:00.000","35","12.0"
"125","27","The Best To Making The Tighly I","2015-09-20 23:25:00.000","2015-09-21 01:40:00.000","26","22.0"
"126","27","The: Wher's To Unto Started Week","2015-09-21 03:25:00.000","2015-09-21 04:25:00.000","47","18.0"
"127","27","Skills? For You About Have You Can","2015-09-21 00:20:00.000","2015-09-21 02:20:00.000","25","24.0"
"128","27","Is Notic The Reas For More Made Bestroy","2015-09-21 00:10:00.000","2015-09-21 02:45:00.000","50","18.0"
"129","27","7 Ways To Making: The You To A Talk","2015-09-20 23:15:00.000","2015-09-21 01:40:00.000","39","0.0"
"130","28","The And Driving Tasks","2015-09-22 00:15:00.000","2015-09-22 01:35:00.000","25","0.0"
"131","28","The? 10 Fact You're Is A Quickly","2015-09-22 00:40:00.000","2015-09-22 01:45:00.000","29","10.0"
"132","28","Tips To Get Of The Out The","2015-09-22 00:50:00.000","2015-09-22 03:05:00.000","43","26.0"
"133","28","Redes About The More Apped 10 Ideasons","2015-09-21 23:50:00.000","2015-09-22 02:15:00.000","49","0.0"
"134","28","Of The On The Does To Best","2015-09-22 01:10:00.000","2015-09-22 03:10:00.000","52","0.0"
"135","28","Busing Top 10 Time Most You Made Taxessons","2015-09-22 02:50:00.000","2015-09-22 05:45:00.000","52","16.0"
"136","29","The Guide Simple Your The","2015-09-23 04:00:00.000","2015-09-23 06:40:00.000","50","26.0"
"137","29","Most The Easics For The From You","2015-09-23 02:00:00.000","2015-09-23 04:10:00.000","38","14.0"
"138","29","2 Ways To The Cooled My","2015-09-23 01:10:00.000","2015-09-23 04:00:00.000","30","13.0"
"139","29","2 Wast Think And Into Profit Warn","2015-09-23 03:00:00.000","2015-09-23 05:15:00.000","49","17.0"
"140","29","In The My The The - The Tool Tigh","2015-09-23 02:50:00.000","2015-09-23 04:00:00.000","32","25.0"
"141","30","5 Miss Of Do Improving Tactly Buyers","2014-01-07 07:50:00.000","2014-01-07 09:10:00.000","51","25.0"
"142","30","You Can Busined From The Simple Have","2014-01-07 11:55:00.000","2014-01-07 13:55:00.000","32","27.0"
"143","30","Thriving The Without Of The Pro","2014-01-07 08:30:00.000","2014-01-07 09:35:00.000","31","15.0"
"144","30","What Could Know About The Started","2014-01-07 09:40:00.000","2014-01-07 11:45:00.000","44","21.0"
"145","30","Habits Of Fabulous World","2014-01-07 10:50:00.000","2014-01-07 13:00:00.000","26","0.0"
"146","30","The Will In That Rid With The Etiquett","2014-01-07 08:40:00.000","2014-01-07 09:55:00.000","29","25.0"
"147","30","Mustome The Skill For The Of The Will","2014-01-07 08:10:00.000","2014-01-07 10:15:00.000","44","16.0"
"148","31","3 Simple You About Need Find","2014-01-08 12:30:00.000","2014-01-08 15:15:00.000","38","23.0"
"149","31","Your Best Lazy The Have","2014-01-08 13:20:00.000","2014-01-08 15:20:00.000","40","20.0"
"150","31","9 Successential To Get Immediater","2014-01-08 13:00:00.000","2014-01-08 15:55:00.000","35","19.0"
"151","32","In 2 Days To Looking The","2014-01-09 08:35:00.000","2014-01-09 11:20:00.000","55","15.0"
"152","32","Enough The Cheet To It's About The","2014-01-09 13:00:00.000","2014-01-09 15:10:00.000","38","29.0"
"153","32","10 Solid To The About The? It Still","2014-01-09 13:50:00.000","2014-01-09 15:55:00.000","50","15.0"
"154","32","How You Do It's A Days To Smallenge","2014-01-09 12:20:00.000","2014-01-09 14:20:00.000","65","25.0"
"155","32","The Concessons The: Reals For Almost","2014-01-09 11:50:00.000","2014-01-09 12:55:00.000","59","13.0"
"156","32","10 Truth The Predible, The In Have","2014-01-09 09:25:00.000","2014-01-09 11:15:00.000","50","21.0"
"157","33","And For The Don't Hate Buy Avoid Yo","2016-05-31 10:30:00.000","2016-05-31 12:15:00.000","85","0.0"
"158","33","The Indust 5 Breat Incret Facebook","2016-05-31 12:40:00.000","2016-05-31 14:40:00.000","76","20.0"
"159","33","The Winnings A Succes","2016-05-31 11:05:00.000","2016-05-31 12:45:00.000","83","28.0"
"160","34","Smally My To To The Busing To","2016-06-01 11:00:00.000","2016-06-01 13:25:00.000","53","29.0"
"161","34","Terrible – Everyone Know To Avoid","2016-06-01 15:05:00.000","2016-06-01 17:45:00.000","52","18.0"
"162","35","Best Diy Tasks Guide A Budget Of","2016-06-02 09:40:00.000","2016-06-02 11:00:00.000","80","20.0"
"163","35","The Tips The: The - Why You Product","2016-06-02 13:30:00.000","2016-06-02 15:50:00.000","74","29.0"
"164","35","Launchievings You The","2016-06-02 14:25:00.000","2016-06-02 16:40:00.000","36","28.0"
"165","35","100 Learn First The Tacts Busing","2016-06-02 12:55:00.000","2016-06-02 15:00:00.000","50","22.0"
"166","35","5 Mistake The Ways To A","2016-06-02 10:10:00.000","2016-06-02 12:25:00.000","64","0.0"
"167","35","The In 3 Reality Useful Strack","2016-06-02 12:25:00.000","2016-06-02 13:40:00.000","66","20.0"
"168","35","Minutes Of The Get Dest","2016-06-02 13:15:00.000","2016-06-02 14:25:00.000","38","27.0"
"169","36","Simple The Pros About The Tricks","2016-06-03 12:25:00.000","2016-06-03 14:00:00.000","60","0.0"
"170","36","The Resulting The - 3","2016-06-03 14:50:00.000","2016-06-03 17:35:00.000","39","25.0"
"171","36","To Avoid The Creategiest 50 Biggeryon","2016-06-03 12:30:00.000","2016-06-03 13:35:00.000","48","16.0"
"172","36","10 Time Trant Ever Custroy You","2016-06-03 13:05:00.000","2016-06-03 14:55:00.000","42","10.0"
"173","36","These Tips Time To Creat To Startphoney","2016-06-03 13:55:00.000","2016-06-03 15:25:00.000","55","17.0"
"174","37","Why Hacking The Free Quickes You","2016-03-21 23:55:00.000","2016-03-22 02:00:00.000","34","24.0"
"175","37","With The Exactive Get The Data We","2016-03-21 23:20:00.000","2016-03-22 02:10:00.000","50","16.0"
"176","37","Read To Help You Ever Keeps","2016-03-22 03:50:00.000","2016-03-22 05:55:00.000","59","0.0"
"177","38","7 Products Is Never The For The","2016-03-23 03:05:00.000","2016-03-23 05:25:00.000","45","27.0"
"178","38","Cliential On Yourself","2016-03-23 02:20:00.000","2016-03-23 03:50:00.000","53","27.0"
"179","38","Use 10 Secret Start. For Succeeds","2016-03-23 04:25:00.000","2016-03-23 05:30:00.000","40","17.0"
"180","38","The - How You Actuall Pro What","2016-03-23 01:05:00.000","2016-03-23 02:40:00.000","39","0.0"
"181","39","You Can Grounts Of The","2016-03-23 23:10:00.000","2016-03-24 01:00:00.000","57","26.0"
"182","40","Next Stative Therent You Know","2016-03-25 01:15:00.000","2016-03-25 02:30:00.000","32","27.0"
"183","40","Want Most Options To Ways To","2016-03-24 23:45:00.000","2016-03-25 01:30:00.000","61","25.0"
"184","40","Easy Ways These Sexy People","2016-03-24 23:45:00.000","2016-03-25 02:30:00.000","60","17.0"
"185","40","Why Inspirately Elems – Changes","2016-03-25 00:15:00.000","2016-03-25 02:10:00.000","54","25.0"
"186","41","How Too Quicklistake/saving The","2014-05-09 03:50:00.000","2014-05-09 05:30:00.000","67","13.0"
"187","41","Wasted A Profits Bestroductical","2014-05-09 06:40:00.000","2014-05-09 08:45:00.000","73","0.0"
"188","41","Does Yout The By Use Apps","2014-05-09 03:50:00.000","2014-05-09 05:45:00.000","64","10.0"
"189","41","7 Days To Get The Creat A Surpris","2014-05-09 06:05:00.000","2014-05-09 08:25:00.000","66","21.0"
"190","42","Advice But The Numbersonsequettery","2014-05-10 03:50:00.000","2014-05-10 05:35:00.000","49","19.0"
"191","42","5 Unbiase Apps To Sale","2014-05-10 02:30:00.000","2014-05-10 04:20:00.000","30","0.0"
"192","43","The Withod Of Tips To Grow To Hecklis","2014-02-27 05:30:00.000","2014-02-27 07:20:00.000","63","10.0"
"193","43","Busing Me No Surpris You With","2014-02-27 04:55:00.000","2014-02-27 07:45:00.000","91","14.0"
"194","43","Handments About The Puns You","2014-02-27 02:50:00.000","2014-02-27 05:15:00.000","71","19.0"
"195","43","The Wors Why If You Proble Knows","2014-02-27 04:30:00.000","2014-02-27 06:45:00.000","51","19.0"
"196","43","Is Good Tweets For The: Lession","2014-02-27 06:20:00.000","2014-02-27 08:00:00.000","59","0.0"
"197","43","Alter Indust Improve The Need Of The","2014-02-27 04:25:00.000","2014-02-27 06:05:00.000","74","0.0"
"198","43","The Is Hears To For The Signs","2014-02-27 03:50:00.000","2014-02-27 06:00:00.000","87","16.0"
"199","44","Use The In You About Types To","2014-02-28 05:55:00.000","2014-02-28 07:45:00.000","75","14.0"
"200","44","How You Can You About Oilosophy Easy","2014-02-28 03:15:00.000","2014-02-28 05:25:00.000","82","14.0"
"201","44","It Some Tire Wills Reasonsultimateurs","2014-02-28 07:20:00.000","2014-02-28 09:50:00.000","82","25.0"
"202","44","And Of That Can The To The Life-sav","2014-02-28 03:10:00.000","2014-02-28 04:45:00.000","50","20.0"
"203","44","Simple The With These - It To Spends","2014-02-28 02:50:00.000","2014-02-28 04:00:00.000","77","10.0"
"204","44","Scams Will Have Time For This","2014-02-28 02:30:00.000","2014-02-28 04:15:00.000","55","15.0"
"205","44","Turnough People Day To Helpings To","2014-02-28 03:45:00.000","2014-02-28 06:25:00.000","69","18.0"
"206","45","How Top 10 Tips A Guide Most","2015-05-23 14:10:00.000","2015-05-23 16:45:00.000","80","20.0"
"207","45","The Know To Avoid Win Fries And Scamate","2015-05-23 14:10:00.000","2015-05-23 16:00:00.000","42","18.0"
"208","45","On You Can Be An In The Spot Thiness","2015-05-23 16:25:00.000","2015-05-23 18:15:00.000","38","12.0"
"209","45","10 Myster Supert. Forgivable","2015-05-23 14:20:00.000","2015-05-23 16:35:00.000","76","0.0"
"210","45","The The Even Is Example Short Out","2015-05-23 17:55:00.000","2015-05-23 19:45:00.000","54","12.0"
"211","45","21 New About Thing The Is","2015-05-23 17:10:00.000","2015-05-23 19:35:00.000","41","17.0"
"212","46","Have Ways To Secred Failing You","2015-05-24 14:10:00.000","2015-05-24 17:05:00.000","52","28.0"
"213","47","Will Punny And To About You About","2015-12-03 16:30:00.000","2015-12-03 18:30:00.000","60","0.0"
"214","47","59% Of The Sell Makes What","2015-12-03 16:10:00.000","2015-12-03 17:25:00.000","40","0.0"
"215","47","3 Ways Cust Master Keep Chools Bill","2015-12-03 15:05:00.000","2015-12-03 17:00:00.000","50","0.0"
"216","48","The - Z Guide To If Yourself","2015-12-04 10:00:00.000","2015-12-04 11:40:00.000","80","0.0"
"217","48","101 Ideas Will Have With About","2015-12-04 13:25:00.000","2015-12-04 15:45:00.000","93","28.0"
"218","48","Growings To It? The Way You Ways","2015-12-04 09:35:00.000","2015-12-04 11:55:00.000","74","21.0"
"219","48","How To Practs Think Usings","2015-12-04 08:55:00.000","2015-12-04 11:10:00.000","53","21.0"
"220","48","The Do Is Withod The On My The Decides","2015-12-04 12:45:00.000","2015-12-04 14:40:00.000","40","0.0"
"221","49","Do A Be Help Of You Didnight And","2015-12-05 14:55:00.000","2015-12-05 17:55:00.000","76","30.0"
"222","49","Lessons About The, The The","2015-12-05 11:55:00.000","2015-12-05 14:10:00.000","60","27.0"
"223","50","Tricks From Othe To Testionals","2014-09-09 20:50:00.000","2014-09-09 22:40:00.000","29","20.0"
"224","50","3 Ways The The - Fall Thing The","2014-09-09 22:55:00.000","2014-09-10 00:40:00.000","29","16.0"
"225","50","Tire On These 10 Effectives And","2014-09-09 20:25:00.000","2014-09-09 23:00:00.000","43","20.0"
"226","51","Sexy Website Businessine Apped The","2015-02-14 09:20:00.000","2015-02-14 11:50:00.000","25","0.0"
"227","51","Where's Easy Start The You","2015-02-14 08:25:00.000","2015-02-14 09:40:00.000","36","17.0"
"228","52","16 More Out Of The Intold","2015-02-15 10:55:00.000","2015-02-15 13:20:00.000","24","0.0"
"229","52","Guide These Sins Of Diy The We","2015-02-15 08:40:00.000","2015-02-15 10:45:00.000","53","19.0"
"230","52","The A Simplete Tips To Definitice","2015-02-15 06:45:00.000","2015-02-15 08:10:00.000","55","11.0"
"231","52","How You Needs Creamination Knew Much","2015-02-15 05:55:00.000","2015-02-15 07:50:00.000","34","28.0"
"232","52","Creath The In 2015 Creat Can Your","2015-02-15 09:10:00.000","2015-02-15 10:35:00.000","45","26.0"
"233","52","Successons Or Lessful With You Can","2015-02-15 06:45:00.000","2015-02-15 07:45:00.000","42","12.0"
"234","52","5 Is To Makes - Thinking","2015-02-15 05:50:00.000","2015-02-15 07:25:00.000","35","27.0"
"235","53","With The – Learn The","2016-04-11 17:10:00.000","2016-04-11 20:00:00.000","53","12.0"
"236","54","These 10 The The Do Turning","2016-04-12 15:45:00.000","2016-04-12 17:40:00.000","33","0.0"
"237","54","Five Have The Help Your","2016-04-12 16:40:00.000","2016-04-12 19:15:00.000","59","29.0"
"238","54","Great Get Top. Relationals","2016-04-12 17:00:00.000","2016-04-12 18:50:00.000","77","19.0"
"239","54","The Is Reveryone Ways The","2016-04-12 15:30:00.000","2016-04-12 17:30:00.000","47","23.0"
"240","54","The Number The  ? Not Rid Out! Learn","2016-04-12 15:15:00.000","2016-04-12 17:10:00.000","48","30.0"
"241","54","Minutes About The? It's Mach","2016-04-12 13:20:00.000","2016-04-12 16:05:00.000","35","29.0"
"242","55","To The On Proble Well Evolutions You","2016-04-13 13:05:00.000","2016-04-13 14:15:00.000","62","29.0"
"243","55","Make You Can? 10 To The","2016-04-13 16:55:00.000","2016-04-13 18:20:00.000","80","27.0"
"244","55","The Rid To Becord Tips To The","2016-04-13 17:45:00.000","2016-04-13 20:35:00.000","39","24.0"
"245","55","The For Almost Eliminance You Can The","2016-04-13 13:40:00.000","2016-04-13 15:50:00.000","67","0.0"
"246","55","52 Ways To Efferedibly Are Make","2016-04-13 15:55:00.000","2016-04-13 17:25:00.000","35","22.0"
"247","55","The 10 Reasy With These To The 5","2016-04-13 13:40:00.000","2016-04-13 15:20:00.000","70","29.0"
"248","55","Withod The Sit Types For An Exactly","2016-04-13 16:50:00.000","2016-04-13 17:55:00.000","34","20.0"
